start_station_name,date,hour,trip_count,PRCP,SNOW,TAVG,extreme_weather,event_Basketball,event_Comedy,event_Concert,event_Fair,event_Hockey,day_of_week,is_weekend,week_of_year,month
Central Square at Mass Ave / Essex St,2024-05-28,19,29.0,0.14,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-28,20,21.0,0.14,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-28,21,14.0,0.14,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-28,22,7.0,0.14,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-28,23,1.0,0.14,0.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,0,2.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,1,1.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,2,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,3,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,4,1.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,5,5.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,6,3.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,7,6.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,8,19.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,9,14.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,10,12.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,11,23.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,12,8.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,13,8.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,14,11.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,15,24.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,16,18.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,17,28.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,18,38.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,19,22.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,20,14.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,21,19.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,22,13.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-29,23,2.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,1,1.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,2,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,3,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,4,1.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,5,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,6,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,7,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,8,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,9,1.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,10,1.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,11,5.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,12,0.0,1.49,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,13,5.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,14,10.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,15,9.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,16,17.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,17,29.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,18,29.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,19,16.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,20,14.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,21,15.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,22,5.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-30,23,4.0,1.49,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,Thursday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,0,9.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,1,1.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,2,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,3,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,4,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,5,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,6,2.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,7,3.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,8,10.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,9,15.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,10,7.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,11,9.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,12,12.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,13,19.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,14,18.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,15,12.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,16,19.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,17,20.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,18,34.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,19,24.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,20,17.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,21,10.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,22,8.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-05-31,23,8.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,False,22,May
Central Square at Mass Ave / Essex St,2024-06-01,0,3.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,1,5.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,2,3.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,3,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,4,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,5,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,6,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,7,2.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,8,2.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,9,16.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,10,14.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,11,22.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,12,17.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,13,22.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,14,18.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,15,16.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,16,25.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,17,28.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,18,22.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,19,26.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,20,21.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,21,22.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,22,9.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-01,23,7.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,Saturday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,0,8.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,1,9.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,2,3.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,3,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,4,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,5,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,6,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,7,1.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,8,9.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,9,8.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,10,14.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,11,23.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,12,22.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,13,21.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,14,16.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,15,8.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,16,14.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,17,22.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,18,17.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,19,23.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,20,12.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,21,14.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,22,5.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-02,23,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,True,22,June
Central Square at Mass Ave / Essex St,2024-06-03,0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,1,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,2,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,3,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,4,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,5,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,6,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,7,5.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,8,9.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,9,8.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,10,4.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,11,5.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,12,6.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,13,17.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,14,6.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,15,24.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,16,13.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,17,32.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,18,25.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,19,27.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,20,19.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,21,14.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,22,8.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-03,23,2.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Monday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,1,1.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,2,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,3,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,4,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,5,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,6,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,7,7.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,8,15.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,9,15.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,10,10.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,11,9.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,12,10.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,13,5.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,14,17.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,15,20.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,16,18.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,17,29.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,18,33.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,19,39.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,20,16.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,21,11.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,22,4.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-04,23,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,1,4.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,2,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,3,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,4,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,5,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
Central Square at Mass Ave / Essex St,2024-06-05,6,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,Wednesday,False,23,June
